PID,block,stime,etime,dur,axp,ayp,aps,eye,TRUE,trial_num,ML_on,latency,TMS_area,session,wing_type,stim_loc,shft_len
1,1,7590391,7590728,338,1167.3,570.5,1894,R,0,1,7589864,527,FEF,POST,Flat,Right,1.5
1,1,7592889,7593347,459,1093,571.3,2106,R,0,2,7592170,719,FEF,POST,Inward,Right,1.5
1,1,7597080,7597600,521,711.7,525.2,2297,R,0,4,7596787,293,FEF,POST,Inward,Left,1.5
1,1,7599487,7599970,484,1094,545.9,2271,R,0,5,7599097,390,FEF,POST,Outward,Right,1.5
1,1,7608644,7609243,600,554.7,446.5,2684,R,0,9,7608328,316,FEF,POST,Outward,Left,2.5
1,1,7611051,7611560,510,1321.4,443.3,2694,R,0,10,7610636,415,FEF,POST,Outward,Right,2.5
1,1,7617858,7618357,500,1315.6,496.9,2678,R,0,13,7617561,297,FEF,POST,Inward,Right,2.5
1,1,7622425,7622912,488,759.8,485.6,2820,R,0,15,7622177,248,FEF,POST,Flat,Left,1.5
1,1,7624792,7625292,501,736.9,487.6,2791,R,0,16,7624485,307,FEF,POST,Outward,Left,1.5
1,1,7627198,7627808,611,1132.4,525.6,2729,R,0,17,7626794,404,FEF,POST,Inward,Right,1.5
1,1,7629418,7629586,169,1315.2,502.7,2676,R,0,18,7629102,316,FEF,POST,Inward,Right,2.5
1,1,7629615,7629931,317,1479,517,2637,R,0,18,7629102,513,FEF,POST,Inward,Right,2.5
1,1,7631738,7632289,552,1373.1,506.3,2623,R,0,19,7631413,325,FEF,POST,Inward,Right,2.5
1,1,7636375,7636773,399,1232.8,501.8,2767,R,0,21,7636030,345,FEF,POST,Outward,Right,1.5
1,1,7638640,7639123,484,1172.3,500.3,2873,R,0,22,7638335,305,FEF,POST,Outward,Right,1.5
1,1,7640961,7641383,423,748.9,473,2843,R,0,23,7640643,318,FEF,POST,Flat,Left,1.5
1,1,7645554,7645981,428,752.9,478.6,2891,R,0,25,7645260,294,FEF,POST,Inward,Left,1.5
1,1,7652468,7652804,337,1195.7,491.5,2844,R,0,28,7652184,284,FEF,POST,Outward,Right,1.5
1,1,7659639,7659949,311,555.5,465.2,2967,R,0,31,7659109,530,FEF,POST,Flat,Left,2.5
1,1,7661681,7661859,179,1438.7,463.4,2874,R,0,32,7661417,264,FEF,POST,Flat,Right,2.5
1,1,7664025,7664452,428,1378.8,497.9,2925,R,0,33,7663725,300,FEF,POST,Outward,Right,2.5
1,1,7670973,7671431,459,1312,496.4,2952,R,0,36,7670650,323,FEF,POST,Outward,Right,2.5
1,1,7673440,7673876,437,555.2,476.7,3060,R,0,37,7672959,481,FEF,POST,Inward,Left,2.5
1,1,7675533,7676030,498,754.4,479.9,3032,R,0,38,7675270,263,FEF,POST,Outward,Left,1.5
1,1,7678130,7678410,281,1202.9,510.8,2960,R,0,39,7677575,555,FEF,POST,Flat,Right,1.5
1,1,7682552,7682787,236,1316.5,484.7,2863,R,0,41,7682191,361,FEF,POST,Inward,Right,2.5
1,1,7682831,7683020,190,1536,484.8,2785,R,0,41,7682191,640,FEF,POST,Inward,Right,2.5
1,1,7689656,7689900,245,735.2,487.9,2862,R,0,44,7689116,540,FEF,POST,Outward,Left,1.5
1,1,7691957,7692276,320,680.5,489.4,2692,R,0,45,7691428,529,FEF,POST,Inward,Left,1.5
1,1,7694178,7694555,378,1182.3,502.3,2681,R,0,46,7693733,445,FEF,POST,Outward,Right,1.5
1,1,7701003,7701390,388,1213.9,527.8,2610,R,0,49,7700658,345,FEF,POST,Inward,Right,1.5
1,1,7712586,7712994,409,1111.8,491.6,2782,R,0,54,7712199,387,FEF,POST,Inward,Right,1.5
1,1,7721756,7722282,527,1398.5,489.7,2899,R,0,58,7721432,324,FEF,POST,Outward,Right,2.5
1,1,7724095,7724560,466,1286.3,471.1,2913,R,0,59,7723740,355,FEF,POST,Inward,Right,2.5
1,1,7728688,7729056,369,1438.8,486,2891,R,0,61,7728357,331,FEF,POST,Inward,Right,2.5
1,1,7733285,7733740,456,1163,494.9,2948,R,0,63,7732973,312,FEF,POST,Inward,Right,1.5
1,1,7735849,7736068,220,1451.7,478.5,2852,R,0,64,7735281,568,FEF,POST,Flat,Right,2.5
1,1,7740210,7740591,382,1291.4,474.9,2960,R,0,66,7739898,312,FEF,POST,Inward,Right,2.5
1,1,7747276,7747543,268,519.6,459.8,3023,R,0,69,7746823,453,FEF,POST,Outward,Left,2.5
1,1,7749406,7749863,458,1264.7,483.8,2764,R,0,70,7749131,275,FEF,POST,Outward,Right,2.5
1,1,7751781,7752113,333,1200.3,493.2,2898,R,0,71,7751439,342,FEF,POST,Outward,Right,1.5
1,1,7754110,7754632,523,1098.1,493.6,2889,R,0,72,7753748,362,FEF,POST,Inward,Right,1.5
1,1,7756486,7756830,345,1171.4,493.4,2811,R,0,73,7756056,430,FEF,POST,Flat,Right,1.5
1,1,7770432,7770593,162,439.3,441.6,3044,R,0,79,7769905,527,FEF,POST,Flat,Left,2.5
1,1,7774947,7775202,256,559.6,466.6,3070,R,0,81,7774522,425,FEF,POST,Outward,Left,2.5
1,1,7779661,7779927,267,664.9,519.1,3001,R,0,83,7779139,522,FEF,POST,Inward,Left,1.5
1,1,7781838,7782200,363,1167.2,482.1,2867,R,0,84,7781447,391,FEF,POST,Flat,Right,1.5
1,1,7786407,7786525,119,1359.9,476.9,2905,R,0,86,7786063,344,FEF,POST,Inward,Right,2.5
1,1,7786549,7786783,235,1476.3,460.6,2852,R,0,86,7786063,486,FEF,POST,Inward,Right,2.5
1,1,7788859,7789100,242,616.8,479.8,3077,R,0,87,7788372,487,FEF,POST,Flat,Left,1.5
1,1,7793321,7793594,274,1319.7,466.2,2926,R,0,89,7792988,333,FEF,POST,Inward,Right,1.5
1,1,7795859,7796046,188,600,442.4,3060,R,0,90,7795296,563,FEF,POST,Outward,Left,1.5
1,1,7797975,7798336,362,1411.7,486.7,2918,R,0,91,7797605,370,FEF,POST,Flat,Right,2.5
1,1,7802666,7802867,202,616.1,458.2,3149,R,0,93,7802221,445,FEF,POST,Inward,Left,1.5
1,1,7814164,7814574,411,1098.8,537.5,2360,R,0,98,7813808,356,FEF,POST,Inward,Right,1.5
1,1,7831990,7832482,493,1093.1,536.5,2052,R,0,105,7831646,344,FEF,POST,Outward,Right,1.5
1,1,7839876,7840157,282,745.3,482.8,2132,R,0,108,7839528,348,FEF,POST,Outward,Left,1.5
1,1,7845323,7845494,172,1064.6,502.4,2379,R,0,110,7844811,512,FEF,POST,Inward,Right,1.5
1,1,7863411,7863804,394,1144.2,514.6,2630,R,0,117,7863049,362,FEF,POST,Outward,Right,1.5
1,1,3345721,3345920,200,697.8,487.8,2351,R,0,4,3345380,341,FEF,PRE,Flat,Left,1.5
1,1,3352826,3353007,182,516.5,522.6,2391,R,0,7,3352306,520,FEF,PRE,Outward,Left,2.5
1,1,3396477,3396945,469,1336.5,490.4,2666,R,0,26,3396162,315,FEF,PRE,Outward,Right,2.5
1,1,3403478,3403899,422,1392.3,474.8,2694,R,0,29,3403087,391,FEF,PRE,Flat,Right,2.5
1,1,3405730,3406109,380,1263.8,507.5,2709,R,0,30,3405395,335,FEF,PRE,Inward,Right,2.5
1,1,3410336,3410608,273,1257.3,503.8,2763,R,0,32,3410011,325,FEF,PRE,Outward,Right,1.5
1,1,3412765,3413156,392,1116.8,507.3,2763,R,0,33,3412320,445,FEF,PRE,Outward,Right,1.5
1,1,3424186,3424428,243,1258.5,504.3,2698,R,0,38,3423864,322,FEF,PRE,Inward,Right,1.5
1,1,3426658,3426900,243,363,466.9,2789,R,0,39,3426169,489,FEF,PRE,Inward,Left,2.5
1,1,3433435,3433607,173,1395.2,464,2695,R,0,42,3433093,342,FEF,PRE,Flat,Right,2.5
1,1,3435749,3436183,435,1213.8,472.2,2739,R,0,43,3435405,344,FEF,PRE,Outward,Right,1.5
1,1,3438008,3438321,314,752.7,490.7,2761,R,0,44,3437710,298,FEF,PRE,Flat,Left,1.5
1,1,3440307,3440711,405,1421.3,507,2631,R,0,45,3440018,289,FEF,PRE,Flat,Right,2.5
1,1,3442654,3443057,404,1450.8,460.2,2590,R,0,46,3442326,328,FEF,PRE,Inward,Right,2.5
1,1,3447450,3447987,538,539.7,498.4,2659,R,0,48,3446943,507,FEF,PRE,Flat,Left,2.5
1,1,3451926,3452475,550,1082.7,515.7,2583,R,0,50,3451559,367,FEF,PRE,Inward,Right,1.5
1,1,3465743,3466186,444,1393.1,494.3,2515,R,0,56,3465409,334,FEF,PRE,Flat,Right,2.5
1,1,3468079,3468327,249,1077.9,502.9,2608,R,0,57,3467717,362,FEF,PRE,Inward,Right,1.5
1,1,3477303,3477959,657,1093.9,502.1,2685,R,0,61,3476950,353,FEF,PRE,Outward,Right,1.5
1,1,3479567,3479762,196,747.8,489.9,2799,R,0,62,3479259,308,FEF,PRE,Outward,Left,1.5
1,1,3479803,3480125,323,581.7,494.1,2818,R,0,62,3479259,544,FEF,PRE,Outward,Left,1.5
1,1,3484210,3484624,415,1201.6,485.4,2796,R,0,64,3483875,335,FEF,PRE,Inward,Right,1.5
1,1,3486447,3486936,490,1261,475.4,2828,R,0,65,3486183,264,FEF,PRE,Outward,Right,2.5
1,1,3489103,3489329,227,1446.6,472.9,2727,R,0,66,3488492,611,FEF,PRE,Inward,Right,2.5
1,1,3491139,3491579,441,1113.6,501.9,2858,R,0,67,3490800,339,FEF,PRE,Inward,Right,1.5
1,1,3493406,3493730,325,686.6,498.6,2886,R,0,68,3493108,298,FEF,PRE,Flat,Left,1.5
1,1,3495675,3496178,504,1107.4,517.2,2806,R,0,69,3495416,259,FEF,PRE,Inward,Right,1.5
1,1,3498084,3498510,427,1076.9,506.2,2828,R,0,70,3497725,359,FEF,PRE,Outward,Right,1.5
1,1,3500498,3500784,287,551.4,468.9,2846,R,0,71,3500033,465,FEF,PRE,Flat,Left,2.5
1,1,3507240,3507603,364,1304.9,494.5,2655,R,0,74,3506958,282,FEF,PRE,Outward,Right,2.5
1,1,3509711,3510109,399,520.9,474.1,2831,R,0,75,3509266,445,FEF,PRE,Inward,Left,2.5
1,1,3514226,3514646,421,1330.6,491.1,2764,R,0,77,3513883,343,FEF,PRE,Outward,Right,2.5
1,1,3516541,3516874,334,1129,523.2,2744,R,0,78,3516191,350,FEF,PRE,Outward,Right,1.5
1,1,3523585,3523766,182,699.1,498.5,2890,R,0,81,3523116,469,FEF,PRE,Outward,Left,1.5
1,1,3534951,3535356,406,1353,492.7,2639,R,0,86,3534657,294,FEF,PRE,Inward,Right,2.5
1,1,3537616,3537793,178,671.4,492.3,2710,R,0,87,3536965,651,FEF,PRE,Outward,Left,1.5
1,1,3551187,3551655,469,1439.6,465.2,2615,R,0,93,3550815,372,FEF,PRE,Outward,Right,2.5
1,1,3555801,3556082,282,1211,481.4,2654,R,0,95,3555431,370,FEF,PRE,Flat,Right,1.5
1,1,3558271,3558642,372,1268.2,506.9,2596,R,0,96,3557740,531,FEF,PRE,Inward,Right,2.5
1,1,3560610,3561067,458,1139.3,505.6,2582,R,0,97,3560048,562,FEF,PRE,Outward,Right,1.5
1,1,3562730,3562805,76,656,488,2710,R,0,98,3562356,374,FEF,PRE,Inward,Left,1.5
1,1,3562816,3563026,211,594.6,503.1,2710,R,0,98,3562356,460,FEF,PRE,Inward,Left,1.5
1,1,3574235,3574666,432,1115.6,502.9,2627,R,0,103,3573897,338,FEF,PRE,Inward,Right,1.5
1,1,3581389,3581594,206,531.7,468.4,2714,R,0,106,3580822,567,FEF,PRE,Outward,Left,2.5
1,1,3588084,3588449,366,1227.7,507.8,2764,R,0,109,3587747,337,FEF,PRE,Flat,Right,1.5
1,1,3590416,3590635,220,1311.7,473.1,2717,R,0,110,3590055,361,FEF,PRE,Inward,Right,2.5
1,1,3592985,3593306,322,1093.2,542.8,2776,R,0,111,3592364,621,FEF,PRE,Outward,Right,1.5
1,1,3597360,3597830,471,759.2,508.5,2829,R,0,113,3596980,380,FEF,PRE,Outward,Left,1.5
1,1,3599918,3600139,222,1277.8,506.6,2781,R,0,114,3599280,638,FEF,PRE,Outward,Right,1.5
1,1,3602127,3602339,213,418,487.1,2866,R,0,115,3601588,539,FEF,PRE,Inward,Left,2.5
1,1,3606731,3606965,235,482.6,500.8,2788,R,0,117,3606205,526,FEF,PRE,Outward,Left,2.5
1,1,3608912,3609195,284,1187.3,490.5,2737,R,0,118,3608513,399,FEF,PRE,Flat,Right,1.5
1,1,3611235,3611655,421,1436.6,485.7,2726,R,0,119,3610821,414,FEF,PRE,Outward,Right,2.5
1,1,3613467,3613832,366,1395.6,505.5,2741,R,0,120,3613130,337,FEF,PRE,Inward,Right,2.5
1,1,6970612,6971026,415,554.2,518.6,2064,L,0,5,6970293,319,SPL,POST,Outward,Left,2.5
1,1,6972932,6973361,430,1139.1,558.9,2136,L,0,6,6972600,332,SPL,POST,Inward,Right,1.5
1,1,6975240,6975607,368,1208.8,521.6,2186,L,0,7,6974907,333,SPL,POST,Flat,Right,1.5
1,1,6982159,6982466,308,1183.7,521.2,2350,L,0,10,6981832,327,SPL,POST,Inward,Right,1.5
1,1,6991412,6991726,315,1245.6,500.1,2450,L,0,14,6991066,346,SPL,POST,Inward,Right,1.5
1,1,6993716,6993957,242,1142.3,514.4,2438,L,0,15,6993373,343,SPL,POST,Inward,Right,1.5
1,1,7000619,7001038,420,1190.1,467.9,2401,L,0,18,7000298,321,SPL,POST,Outward,Right,1.5
1,1,7009846,7010338,493,1170.9,444.8,2519,L,0,22,7009533,313,SPL,POST,Inward,Right,1.5
1,1,7016692,7016967,276,1325.8,481.4,2594,L,0,25,7016456,236,SPL,POST,Outward,Right,2.5
1,1,7017008,7017201,194,1482.4,466.3,2563,L,0,25,7016456,552,SPL,POST,Outward,Right,2.5
1,1,7019064,7019490,427,1426.7,483.8,2548,L,0,26,7018763,301,SPL,POST,Inward,Right,2.5
1,1,7028329,7028727,399,1428.3,463.5,2626,L,0,30,7027997,332,SPL,POST,Flat,Right,2.5
1,1,7037562,7037934,373,1231.6,486,2646,L,0,34,7037230,332,SPL,POST,Outward,Right,1.5
1,1,7039859,7040317,459,1402.3,500.5,2592,L,0,35,7039538,321,SPL,POST,Outward,Right,2.5
1,1,7049098,7049377,280,747.7,470.5,2724,L,0,39,7048771,327,SPL,POST,Inward,Left,1.5
1,1,7053714,7054142,429,1428.4,480.5,2613,L,0,41,7053387,327,SPL,POST,Inward,Right,2.5
1,1,7060597,7060950,354,1375.3,495.9,2634,L,0,44,7060312,285,SPL,POST,Outward,Right,2.5
1,1,7062953,7063367,415,1118.3,504.9,2685,L,0,45,7062620,333,SPL,POST,Outward,Right,1.5
1,1,7074472,7074865,394,1434.8,462.3,2675,L,0,50,7074162,310,SPL,POST,Inward,Right,2.5
1,1,7079051,7079490,440,1368.5,491,2612,L,0,52,7078778,273,SPL,POST,Inward,Right,2.5
1,1,7081376,7081748,373,1394.4,476.2,2661,L,0,53,7081086,290,SPL,POST,Flat,Right,2.5
1,1,7088331,7088590,260,1124.1,508.3,2414,L,0,56,7088011,320,SPL,POST,Inward,Right,1.5
1,1,7102211,7102642,432,1132.5,454.3,2597,L,0,62,7101861,350,SPL,POST,Inward,Right,1.5
1,1,7120774,7121155,382,1286.4,455.6,2657,L,0,70,7120327,447,SPL,POST,Outward,Right,2.5
1,1,7125288,7125717,430,1129.9,452.1,2791,L,0,72,7124943,345,SPL,POST,Outward,Right,1.5
1,1,7134445,7134755,311,1265.1,471.5,2648,L,0,76,7134176,269,SPL,POST,Inward,Right,2.5
1,1,7143657,7143999,343,1181.6,462.3,2713,L,0,80,7143409,248,SPL,POST,Flat,Right,1.5
1,1,7159921,7160289,369,1232.3,456.5,2781,L,0,87,7159567,354,SPL,POST,Inward,Right,1.5
1,1,7176175,7176437,263,1344.7,482.9,2655,L,0,94,7175725,450,SPL,POST,Inward,Right,2.5
1,1,7182898,7183328,431,1280,488.8,2714,L,0,97,7182650,248,SPL,POST,Outward,Right,2.5
1,1,7189960,7190258,299,1186.8,460.2,2727,L,0,100,7189575,385,SPL,POST,Flat,Right,1.5
1,1,7194512,7194841,330,1223.5,458.3,2787,L,0,102,7194191,321,SPL,POST,Inward,Right,1.5
1,1,7210820,7211145,326,1109.1,482,2737,L,0,109,7210349,471,SPL,POST,Outward,Right,1.5
1,1,7217722,7218084,363,1469.3,477.2,2689,L,0,112,7217274,448,SPL,POST,Flat,Right,2.5
1,1,7220087,7220203,117,1377.1,498.2,2614,L,0,113,7219582,505,SPL,POST,Flat,Right,2.5
1,1,7220213,7220412,200,1393.2,505.2,2623,L,0,113,7219582,631,SPL,POST,Flat,Right,2.5
1,1,7226941,7227236,296,1127.8,477,2679,L,0,116,7226507,434,SPL,POST,Inward,Right,1.5
1,1,7229268,7229626,359,1391.8,469.3,2601,L,0,117,7228815,453,SPL,POST,Outward,Right,2.5
1,1,7231578,7231884,307,1182.8,463.3,2703,L,0,118,7231123,455,SPL,POST,Outward,Right,1.5
1,1,2347092,2347354,263,1329.9,497.2,1909,L,0,1,2346697,395,SPL,PRE,Inward,Right,2.5
1,1,2353851,2354378,528,1317.6,490.5,2241,L,0,4,2353617,234,SPL,PRE,Inward,Right,2.5
1,1,2356255,2356652,398,1156.8,524.7,2390,L,0,5,2355927,328,SPL,PRE,Inward,Right,1.5
1,1,2358705,2359362,658,1176.3,512.7,2412,L,0,6,2358234,471,SPL,PRE,Outward,Right,1.5
1,1,2363184,2363754,571,1206.4,502.3,2419,L,0,8,2362851,333,SPL,PRE,Outward,Right,1.5
1,1,2365653,2365678,26,1494.6,467.5,2374,L,0,9,2365158,495,SPL,PRE,Outward,Right,2.5
1,1,2365685,2365742,58,1535.7,450.9,2354,L,0,9,2365158,527,SPL,PRE,Outward,Right,2.5
1,1,2365749,2365877,129,1476.1,440.2,2349,L,0,9,2365158,591,SPL,PRE,Outward,Right,2.5
1,1,2365887,2366186,300,1319.6,515.8,2394,L,0,9,2365158,729,SPL,PRE,Outward,Right,2.5
1,1,2376951,2377362,412,1169.4,484.6,2522,L,0,14,2376699,252,SPL,PRE,Inward,Right,1.5
1,1,2379527,2379828,302,1399.5,470.8,2437,L,0,15,2379007,520,SPL,PRE,Outward,Right,2.5
1,1,2386496,2386828,333,1143.1,506.9,2531,L,0,18,2385931,565,SPL,PRE,Inward,Right,1.5
1,1,2388582,2388978,397,1484.4,444.6,2461,L,0,19,2388240,342,SPL,PRE,Flat,Right,2.5
1,1,2390947,2391315,369,1091.5,471,2556,L,0,20,2390551,396,SPL,PRE,Outward,Right,1.5
1,1,2397781,2397941,161,1425.1,475,2441,L,0,23,2397473,308,SPL,PRE,Inward,Right,2.5
1,1,2397968,2398110,143,1521.5,464.4,2409,L,0,23,2397473,495,SPL,PRE,Inward,Right,2.5
1,1,2400122,2400513,392,1434,460,2486,L,0,24,2399781,341,SPL,PRE,Outward,Right,2.5
1,1,2407054,2407254,201,1497.5,455.9,2404,L,0,27,2406706,348,SPL,PRE,Inward,Right,2.5
1,1,2409326,2409581,256,1283.8,485.6,2444,L,0,28,2409014,312,SPL,PRE,Outward,Right,2.5
1,1,2453223,2453477,255,1452.9,493.3,2653,L,0,47,2452871,352,SPL,PRE,Outward,Right,2.5
1,1,2453504,2453775,272,1267,482.7,2683,L,0,47,2452871,633,SPL,PRE,Outward,Right,2.5
1,1,2462414,2462720,307,1377.2,483.3,2667,L,0,51,2462104,310,SPL,PRE,Outward,Right,2.5
1,1,2471870,2472028,159,450.8,442.4,2610,L,0,55,2471337,533,SPL,PRE,Flat,Left,2.5
1,1,2476263,2476626,364,1359.5,468.6,2731,L,0,57,2475954,309,SPL,PRE,Outward,Right,1.5
1,1,2483195,2483497,303,1285.9,483.1,2625,L,0,60,2482878,317,SPL,PRE,Inward,Right,1.5
1,1,2487737,2487790,54,1205.9,473.5,2531,L,0,62,2487495,242,SPL,PRE,Outward,Right,1.5
1,1,2488068,2488265,198,1213.3,508.3,2536,L,0,62,2487495,573,SPL,PRE,Outward,Right,1.5
1,1,2501681,2501893,213,1335.1,479.2,2625,L,0,68,2501344,337,SPL,PRE,Outward,Right,2.5
1,1,2506388,2506534,147,1341.5,476.7,2486,L,0,70,2505961,427,SPL,PRE,Outward,Right,2.5
1,1,2513235,2513666,432,1103.9,486.2,2576,L,0,73,2512886,349,SPL,PRE,Outward,Right,1.5
1,1,2513679,2513799,121,1061.7,511,2559,L,0,73,2512886,793,SPL,PRE,Outward,Right,1.5
1,1,2536259,2536533,275,1415.5,474.7,2635,L,0,83,2535968,291,SPL,PRE,Outward,Right,2.5
1,1,2545531,2545930,400,1335.9,495.8,2665,L,0,87,2545201,330,SPL,PRE,Inward,Right,2.5
1,1,2550088,2550455,368,1409.1,443.5,2677,L,0,89,2549818,270,SPL,PRE,Flat,Right,2.5
1,1,2561699,2562045,347,1306.9,485.1,2699,L,0,94,2561359,340,SPL,PRE,Inward,Right,2.5
1,1,2573248,2573427,180,739.9,452.2,2748,L,0,99,2572901,347,SPL,PRE,Outward,Left,1.5
1,1,2575485,2575841,357,1327.1,484,2684,L,0,100,2575209,276,SPL,PRE,Outward,Right,2.5
1,1,2577850,2578197,348,1142.6,489.2,2719,L,0,101,2577517,333,SPL,PRE,Outward,Right,1.5
1,1,2582474,2582763,290,1207.2,481.4,2729,L,0,103,2582134,340,SPL,PRE,Flat,Right,1.5
1,1,2584761,2585070,310,1389.3,461.8,2646,L,0,104,2584442,319,SPL,PRE,Flat,Right,2.5
1,1,2589325,2589727,403,1155.5,504.4,2721,L,0,106,2589058,267,SPL,PRE,Inward,Right,1.5
1,1,2594003,2594235,233,1251.1,500.7,2604,L,0,108,2593675,328,SPL,PRE,Inward,Right,1.5
1,1,2596260,2596401,142,1422.9,451.8,2542,L,0,109,2595983,277,SPL,PRE,Inward,Right,2.5
1,1,2598622,2598858,237,1224.3,513,2553,L,0,110,2598292,330,SPL,PRE,Outward,Right,1.5
1,1,2598876,2599004,129,1106.6,524.5,2576,L,0,110,2598292,584,SPL,PRE,Outward,Right,1.5
1,1,2603276,2603516,241,1190.2,500,2576,L,0,112,2602908,368,SPL,PRE,Inward,Right,1.5
2,1,10714196,10714926,731,1108.2,537.5,2937,L,0,6,10713872,324,FEF,POST,Outward,Right,1.5
2,1,10728115,10728824,710,1117,525.3,3100,L,0,12,10727721,394,FEF,POST,Inward,Right,1.5
2,1,10735057,10735651,595,1080,493.8,3362,L,0,15,10734646,411,FEF,POST,Inward,Right,1.5
2,1,10739620,10740296,677,1146.5,470.3,3526,L,0,17,10739262,358,FEF,POST,Outward,Right,1.5
2,1,10744407,10744919,513,1106.7,472.9,3500,L,0,19,10743879,528,FEF,POST,Outward,Right,1.5
2,1,10757939,10758682,744,1125.2,454,3541,L,0,25,10757731,208,FEF,POST,Outward,Right,1.5
2,1,10765068,10765728,661,1092.1,440.4,3736,L,0,28,10764653,415,FEF,POST,Inward,Right,1.5
2,1,10776523,10777199,677,1102.8,448.2,3734,L,0,33,10776194,329,FEF,POST,Outward,Right,1.5
2,1,10838757,10839427,671,1129.4,444.7,3851,L,0,60,10838517,240,FEF,POST,Inward,Right,1.5
2,1,10841197,10841855,659,1116.8,460.2,3714,L,0,61,10840825,372,FEF,POST,Outward,Right,1.5
2,1,10859617,10859805,189,1290.6,455.6,3523,L,0,69,10859283,334,FEF,POST,Outward,Right,2.5
2,1,10878007,10878681,675,1129.4,443.6,3840,L,0,77,10877749,258,FEF,POST,Inward,Right,1.5
2,1,10924236,10924859,624,1106.1,449.5,3685,L,0,97,10923914,322,FEF,POST,Outward,Right,1.5
2,1,10935698,10936337,640,1121.7,483.8,3473,L,0,102,10935456,242,FEF,POST,Outward,Right,1.5
2,1,10942813,10943435,623,1127.9,483.6,3310,L,0,105,10942381,432,FEF,POST,Outward,Right,1.5
2,1,10954142,10954745,604,1126.1,518.2,3103,L,0,110,10953922,220,FEF,POST,Inward,Right,1.5
2,1,10968020,10968614,595,1147.7,476.1,3513,L,0,116,10967763,257,FEF,POST,Outward,Right,1.5
2,1,10972600,10973298,699,1114.8,466.9,3535,L,0,118,10972380,220,FEF,POST,Inward,Right,1.5
2,1,4598320,4599011,692,1096.5,456.3,2526,L,0,2,4598090,230,FEF,PRE,Outward,Right,1.5
2,1,4603110,4603930,821,1080.1,469.7,2711,L,0,4,4602707,403,FEF,PRE,Inward,Right,1.5
2,1,4605383,4606106,724,1117,461.8,2792,L,0,5,4605017,366,FEF,PRE,Outward,Right,1.5
2,1,4612184,4612878,695,1126.1,456.1,2928,L,0,8,4611939,245,FEF,PRE,Outward,Right,1.5
2,1,4740114,4740153,40,1133.3,624,3211,L,0,63,4738885,1229,FEF,PRE,Inward,Right,1.5
2,1,8031730,8032278,549,1102.4,517.4,3147,L,0,5,8031489,241,SPL,POST,Outward,Right,1.5
2,1,8040954,8041552,599,1076.4,490,3469,L,0,9,8040721,233,SPL,POST,Inward,Right,1.5
2,1,8045561,8046240,680,1079,496.4,3451,L,0,11,8045336,225,SPL,POST,Inward,Right,1.5
2,1,8054871,8055434,564,1101.5,470.6,3641,L,0,15,8054573,298,SPL,POST,Inward,Right,1.5
2,1,8097015,8097404,390,1168.8,497.2,3534,L,0,33,8096121,894,SPL,POST,Outward,Right,1.5
2,1,8117205,8117704,500,1104.9,480.9,3576,L,0,42,8116892,313,SPL,POST,Inward,Right,1.5
2,1,8119423,8119597,175,1133.1,483,3647,L,0,43,8119200,223,SPL,POST,Outward,Right,1.5
2,1,8119615,8120080,466,1065.7,478.2,3643,L,0,43,8119200,415,SPL,POST,Outward,Right,1.5
2,1,8124053,8124596,544,1105.5,497.8,3633,L,0,45,8123817,236,SPL,POST,Outward,Right,1.5
2,1,8124709,8124777,69,1062.3,492.4,3667,L,0,45,8123817,892,SPL,POST,Outward,Right,1.5
2,1,8179530,8180143,614,1084,460.3,3898,L,0,69,8179207,323,SPL,POST,Inward,Right,1.5
2,1,8200278,8200885,608,1062.4,453,3854,L,0,78,8199981,297,SPL,POST,Inward,Right,1.5
2,1,8202748,8203193,446,1075.1,459.5,3936,L,0,79,8202290,458,SPL,POST,Inward,Right,1.5
2,1,8218763,8219307,545,1103.9,441.7,4002,L,0,86,8218447,316,SPL,POST,Outward,Right,1.5
2,1,8228054,8228519,466,1125.8,442.6,3983,L,0,90,8227680,374,SPL,POST,Outward,Right,1.5
2,1,8234958,8235524,567,1090.6,445.3,3983,L,0,93,8234605,353,SPL,POST,Inward,Right,1.5
2,1,8262677,8263142,466,1154.7,455.9,4013,L,0,105,8262304,373,SPL,POST,Outward,Right,1.5
2,1,8269458,8269648,191,1086.5,458.8,3924,L,0,108,8269229,229,SPL,POST,Inward,Right,1.5
2,1,8269659,8270171,513,1118.8,455.8,3909,L,0,108,8269229,430,SPL,POST,Inward,Right,1.5
2,1,8278684,8279201,518,1146.4,462.1,3836,L,0,112,8278462,222,SPL,POST,Outward,Right,1.5
2,1,3462440,3462544,105,1061.2,460.7,3762,L,0,48,3460446,1994,SPL,PRE,Inward,Right,1.5
2,1,3573052,3573085,34,1101.7,532.1,3795,L,0,96,3571242,1810,SPL,PRE,Inward,Right,1.5
2,1,3577709,3577738,30,1095.3,533.2,3775,L,0,98,3575859,1850,SPL,PRE,Outward,Right,1.5
3,1,7646446,7647495,1050,701.2,567.1,2601,L,0,3,7646243,203,FEF,POST,Flat,Left,1.5
3,1,7648867,7649358,492,557,543,2787,L,0,4,7648552,315,FEF,POST,Inward,Left,2.5
3,1,7678931,7679163,233,1062.1,479.7,3350,L,0,17,7678559,372,FEF,POST,Inward,Right,1.5
3,1,7692644,7692972,329,758.1,501.5,3308,L,0,23,7692408,236,FEF,POST,Outward,Left,1.5
3,1,7739187,7739457,271,1080.9,472.6,3342,L,0,43,7738573,614,FEF,POST,Inward,Right,1.5
